 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município e Idade da mãe
Idade da mãe: Menor de 10 anos, 10 a 14 anos, 15 a 19 anos, 20 a 24 anos, 25 a 29 anos, 30 a 34 anos, 35 a 39 anos, 40 a 44 anos, 45 a 49 anos, 50 a 54 anos, 55 a 59 anos, 60 a 64 anos, 65 a 69 anos
Período:2016
"Município";"Menor de 10 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"Total"
"291310 Ibititá";-;6;60;59;55;33;18;3;-;-;-;-;-;234
"291320 Ibotirama";-;5;92;111;90;69;50;8;-;-;-;-;-;425
"291330 Ichu";-;-;7;12;8;9;3;1;-;-;-;-;-;40
"291340 Igaporã";-;2;32;50;44;28;16;3;-;-;-;-;-;175
"291345 Igrapiúna";-;6;50;55;51;27;11;8;-;-;-;-;-;208
"291350 Iguaí";-;7;82;89;63;57;21;3;-;-;-;-;-;322
"291360 Ilhéus";-;41;527;604;526;422;225;42;2;1;-;-;-;2390
"291370 Inhambupe";-;8;99;119;97;78;32;19;-;-;-;-;-;452
"291380 Ipecaetá";-;-;38;50;39;27;11;3;-;-;-;-;-;168
"291390 Ipiaú";-;9;152;174;136;117;55;10;1;-;-;-;-;654
"291400 Ipirá";-;16;154;200;175;130;78;23;1;-;-;-;-;777
"291410 Ipupiara";-;-;16;24;17;16;11;3;1;-;-;-;-;88
"291420 Irajuba";-;1;19;16;12;18;10;3;2;-;1;-;-;82
"291430 Iramaia";-;2;17;32;17;17;6;2;-;-;-;-;-;93
"291440 Iraquara";-;3;97;95;80;67;23;8;-;-;-;-;-;373
"291450 Irará";-;-;57;95;82;68;48;10;-;-;-;-;-;360
"291460 Irecê";-;13;217;310;318;246;147;25;1;-;-;-;-;1277
"291465 Itabela";-;15;136;125;122;57;30;5;-;-;-;-;-;490
"291470 Itaberaba";-;15;194;200;220;176;89;20;-;-;-;-;-;914
"291480 Itabuna";-;28;510;732;650;566;287;65;7;1;-;-;-;2846
"291490 Itacaré";-;4;90;83;67;52;29;3;-;-;-;-;-;328
"291500 Itaeté";-;3;47;66;39;22;17;5;-;-;-;-;-;199
"291510 Itagi";-;6;51;58;38;25;10;4;-;-;-;-;-;192
"291520 Itagibá";-;1;36;54;52;36;11;-;-;-;-;-;-;190
"291530 Itagimirim";-;1;22;24;13;10;5;2;-;-;-;-;-;77
"291535 Itaguaçu da Bahia";-;2;44;56;40;25;14;2;-;-;-;-;-;183
"291540 Itaju do Colônia";-;3;25;20;11;18;5;2;-;-;-;-;-;84
"291550 Itajuípe";-;3;62;64;53;37;21;4;-;-;-;-;-;244
"291560 Itamaraju";-;28;254;260;243;182;80;16;1;-;-;-;-;1064
"291570 Itamari";-;3;23;24;20;11;8;2;-;-;-;-;-;91
"291580 Itambé";-;5;62;68;57;36;17;5;-;-;-;-;-;250
"291590 Itanagra";-;4;16;22;15;12;8;2;-;-;-;-;-;79
"291600 Itanhém";-;1;28;55;54;32;21;5;-;-;-;-;-;196
"291610 Itaparica";-;4;73;68;58;36;25;7;-;-;-;-;-;271
"291620 Itapé";-;3;21;31;20;14;11;4;-;-;-;-;-;104
"291630 Itapebi";-;4;41;43;35;20;9;1;-;-;-;-;-;153
"291640 Itapetinga";-;16;216;296;237;179;91;27;1;-;-;-;-;1063
"291650 Itapicuru";-;3;83;105;76;60;28;10;2;-;-;-;-;367
"291660 Itapitanga";-;3;25;38;19;20;8;3;1;-;-;-;-;117
"291670 Itaquara";-;1;16;39;21;19;4;1;-;-;-;-;-;101
"291680 Itarantim";-;1;53;74;39;30;9;4;-;-;-;-;-;210
"291685 Itatim";-;2;36;72;45;27;19;4;2;-;-;-;-;207
"291690 Itiruçu";-;-;22;28;41;29;12;2;1;-;-;-;-;135
"291700 Itiúba";-;3;113;122;80;75;40;11;1;-;-;-;-;445
"291710 Itororó";-;-;30;41;28;20;7;2;-;-;-;-;-;128
"291720 Ituaçu";-;-;44;58;50;60;25;4;-;-;-;-;-;241
"291730 Ituberá";-;7;98;72;64;59;12;7;1;-;-;-;-;320
"291733 Iuiú";-;2;22;30;24;22;7;5;-;-;-;-;-;112
"291735 Jaborandi";-;-;24;36;32;24;9;3;-;-;-;-;-;128
"291740 Jacaraci";-;1;16;25;37;32;11;6;1;-;-;-;-;129
"291750 Jacobina";-;23;263;312;286;250;110;25;1;-;-;-;-;1270
"291760 Jaguaquara";-;8;153;220;137;118;53;15;1;-;-;-;-;705
"291770 Jaguarari";-;5;88;108;104;71;31;11;4;-;-;-;-;422
"291780 Jaguaripe";-;1;41;52;54;30;20;4;-;-;-;-;-;202
"291790 Jandaíra";-;4;26;49;22;22;10;3;1;-;-;-;-;137
"291800 Jequié";-;37;422;583;561;475;245;52;6;-;-;-;-;2381
"291810 Jeremoabo";-;5;106;134;108;64;27;14;3;-;-;-;-;461
"291820 Jiquiriçá";-;2;35;31;36;22;15;-;-;-;-;-;-;141
"291830 Jitaúna";-;1;38;42;35;23;10;5;-;-;-;-;-;154
"291835 João Dourado";-;9;80;89;89;66;45;9;-;-;-;-;-;387
"291840 Juazeiro";-;59;828;1057;963;714;359;83;10;-;-;-;-;4073
"291845 Jucuruçu";-;2;20;27;28;13;8;2;-;-;-;-;-;100
"291850 Jussara";-;3;53;56;44;26;18;4;-;-;-;1;-;205
"291855 Jussari";-;3;24;25;20;13;8;1;-;-;-;-;-;94
"291860 Jussiape";-;-;4;18;15;16;11;3;1;-;-;-;-;68
"291870 Lafaiete Coutinho";-;-;10;11;9;11;2;1;-;-;-;-;-;44
"291875 Lagoa Real";-;-;30;42;35;30;4;3;-;-;-;-;-;144
"291880 Laje";-;6;56;82;70;42;27;5;-;-;-;-;-;288
"291890 Lajedão";-;1;13;13;12;9;3;5;-;-;-;-;-;56
"291900 Lajedinho";-;1;14;12;9;4;2;-;-;-;-;-;-;42
"291905 Lajedo do Tabocal";-;1;22;18;18;28;11;-;-;-;-;-;-;98
"291910 Lamarão";-;1;18;24;13;15;6;3;-;-;-;-;-;80
"291915 Lapão";-;7;96;117;89;78;23;10;1;-;-;-;-;421
"291920 Lauro de Freitas";-;20;483;640;745;728;417;100;3;1;-;-;-;3137
"291930 Lençóis";-;2;37;35;35;25;12;1;-;-;-;-;-;147
"291940 Licínio de Almeida";-;-;20;35;30;21;8;1;1;-;-;-;-;116
"291950 Livramento de Nossa Senhora";-;3;66;151;141;141;48;8;1;-;-;-;-;559
"291955 Luís Eduardo Magalhães";-;21;302;481;417;302;141;27;1;-;-;-;-;1692
"291960 Macajuba";-;5;45;49;42;25;14;-;1;-;-;-;-;181
"291970 Macarani";-;3;42;60;63;28;7;3;1;-;-;-;-;207
"291980 Macaúbas";-;2;79;113;119;110;49;15;-;-;-;-;-;487
"291990 Macururé";-;-;18;31;22;18;7;1;-;-;-;-;-;97
"291992 Madre de Deus";-;3;66;94;71;62;50;7;-;-;-;-;-;353
"291995 Maetinga";-;-;20;19;20;19;10;4;-;-;-;-;-;92
"292000 Maiquinique";-;2;24;25;24;19;8;-;-;-;-;-;-;102
"292010 Mairi";-;2;40;41;28;39;15;4;-;-;-;-;-;169
"292020 Malhada";-;3;62;73;71;43;27;8;-;-;-;-;-;287
"292030 Malhada de Pedras";-;1;12;25;26;31;9;4;-;-;-;-;-;108
"292040 Manoel Vitorino";-;3;42;61;49;30;7;6;2;-;-;-;-;200
"292045 Mansidão";-;-;22;22;17;17;6;2;-;-;-;-;-;86
"292050 Maracás";-;2;79;101;83;61;31;5;1;-;-;-;-;363
"292060 Maragogipe";-;3;98;117;129;71;37;12;2;-;-;-;-;469
"292070 Maraú";-;10;55;60;46;30;22;3;1;-;-;-;-;227
"292080 Marcionílio Souza";-;2;38;27;17;12;6;3;-;-;-;-;-;105
"292090 Mascote";-;1;48;53;36;22;9;4;1;-;-;-;-;174
"292100 Mata de São João";-;13;121;208;183;174;81;17;2;-;1;-;-;800
"292105 Matina";-;2;38;39;35;34;13;1;-;-;-;-;-;162
"292110 Medeiros Neto";-;2;63;87;75;51;22;8;-;-;-;-;-;308
"292120 Miguel Calmon";-;4;75;91;81;63;19;5;-;-;-;-;-;338
"292130 Milagres";-;2;28;32;28;18;12;3;-;-;-;-;-;123
"292140 Mirangaba";-;1;49;45;44;27;9;3;-;-;-;-;-;178
"292145 Mirante";-;-;14;25;22;10;12;3;-;-;-;-;-;86
"292150 Monte Santo";-;7;119;183;157;112;49;20;1;-;-;-;-;648
"292160 Morpará";-;2;27;24;29;18;10;1;-;-;-;-;-;111
"292170 Morro do Chapéu";-;2;126;141;107;82;56;10;-;-;-;-;-;524
"292180 Mortugaba";-;-;17;16;27;25;9;5;1;-;-;-;-;100
"292190 Mucugê";-;2;32;35;39;35;10;3;-;-;-;-;-;156
"292200 Mucuri";-;8;160;186;148;99;32;13;-;-;-;-;-;646
"292205 Mulungu do Morro";-;6;49;47;47;36;9;5;-;-;-;-;-;199
"292210 Mundo Novo";-;-;57;48;52;21;23;6;-;-;-;-;-;207
"292220 Muniz Ferreira";-;1;17;21;25;16;11;2;-;-;-;-;-;93
"292225 Muquém de São Francisco";-;1;39;51;35;26;11;2;-;-;-;-;-;165
"292230 Muritiba";-;4;50;87;82;71;38;8;1;-;-;-;-;341
"292240 Mutuípe";-;5;66;81;81;47;29;10;-;-;-;-;-;319
"292250 Nazaré";-;2;65;102;78;70;34;8;-;-;-;-;-;359
"292260 Nilo Peçanha";-;5;42;55;34;25;14;2;1;-;-;-;-;178
"292265 Nordestina";-;3;49;45;35;31;13;5;-;-;-;-;-;181
"292270 Nova Canaã";-;1;31;37;35;26;13;2;-;-;-;-;-;145
"292273 Nova Fátima";-;1;16;23;30;12;7;1;-;-;-;-;-;90
"292275 Nova Ibiá";-;1;19;20;9;18;6;-;-;-;-;-;-;73
"292280 Nova Itarana";-;-;25;44;39;13;9;2;-;-;-;-;-;132
"292285 Nova Redenção";-;2;34;25;21;16;4;-;-;-;-;-;-;102
"292290 Nova Soure";-;3;75;83;66;47;26;10;-;-;-;-;-;310
"292300 Nova Viçosa";-;7;159;196;140;105;39;7;-;-;-;-;-;653
"292303 Novo Horizonte";-;2;16;27;29;26;9;3;1;-;-;-;-;113
"292305 Novo Triunfo";-;3;26;29;20;19;11;2;-;-;-;-;-;110
"292310 Olindina";-;-;80;94;60;43;20;9;-;-;-;-;-;306
"292320 Oliveira dos Brejinhos";-;4;56;63;63;47;17;4;-;-;-;-;-;254
"292330 Ouriçangas";-;1;13;18;26;8;16;1;-;-;-;-;-;83
"292335 Ourolândia";-;6;67;75;53;41;12;2;1;-;-;-;-;257
"292340 Palmas de Monte Alto";-;2;49;61;64;42;33;4;-;-;-;-;-;255
"292350 Palmeiras";-;1;22;38;37;30;16;5;1;-;-;-;-;150
"292360 Paramirim";-;1;24;57;56;43;21;3;-;-;-;-;-;205
"292370 Paratinga";-;7;79;145;113;72;34;8;-;-;-;-;-;458
"292380 Paripiranga";-;3;55;66;76;44;17;8;3;1;-;-;-;273
"292390 Pau Brasil";-;2;52;53;33;27;14;6;-;-;-;-;-;187
"292400 Paulo Afonso";-;28;373;487;408;325;146;41;4;-;1;-;-;1813
"292405 Pé de Serra";-;2;30;38;37;32;21;5;1;-;-;-;-;166
"292410 Pedrão";-;-;17;13;19;15;10;3;-;-;-;-;-;77
"292420 Pedro Alexandre";-;3;46;54;45;30;14;1;2;-;-;-;-;195
"292430 Piatã";-;1;49;68;66;64;33;8;1;-;-;-;-;290
"292440 Pilão Arcado";-;12;146;156;139;76;18;7;2;-;-;-;-;556
"292450 Pindaí";-;-;18;49;44;32;18;4;-;-;-;-;-;165
"292460 Pindobaçu";-;8;73;76;58;39;21;6;-;-;-;-;-;281
"292465 Pintadas";-;-;16;23;21;22;10;6;-;-;-;-;-;98
"292467 Piraí do Norte";-;3;37;35;20;11;3;1;1;-;-;-;-;111
"292470 Piripá";-;1;19;19;22;23;18;2;-;-;-;-;-;104
"292480 Piritiba";-;3;52;59;45;51;21;3;-;-;-;-;-;234
"292490 Planaltino";-;3;23;30;21;12;11;2;-;-;-;-;-;102
"292500 Planalto";-;3;68;64;77;43;26;4;2;-;-;-;-;287
"292510 Poções";-;10;118;167;156;102;62;11;2;-;-;-;-;628
"292520 Pojuca";-;7;111;140;136;77;44;12;-;-;-;-;-;527
"292525 Ponto Novo";-;7;67;63;52;38;15;3;1;-;-;-;-;246
"292530 Porto Seguro";-;30;583;689;567;454;204;43;3;-;-;-;-;2573
"292540 Potiraguá";-;2;27;30;22;18;10;1;-;-;-;-;-;110
"292550 Prado";-;7;115;120;85;65;24;3;-;-;-;-;-;419
"292560 Presidente Dutra";-;4;42;34;44;26;9;3;1;-;-;-;-;163
"292570 Presidente Jânio Quadros";-;-;23;48;40;33;13;4;-;-;-;-;-;161
"292575 Presidente Tancredo Neves";-;3;92;95;95;78;27;8;1;-;-;-;-;399
"292580 Queimadas";-;5;75;89;74;53;29;5;-;-;-;-;-;330
"292590 Quijingue";-;4;65;103;54;46;29;9;2;-;-;-;-;312
"292593 Quixabeira";-;1;29;27;24;19;7;3;-;-;-;-;-;110
"292595 Rafael Jambeiro";-;2;64;72;67;50;19;5;1;-;-;-;-;280
"292600 Remanso";-;8;157;222;154;100;52;13;-;-;-;-;-;706
"292610 Retirolândia";-;2;36;53;42;39;17;2;-;-;-;-;-;191
"292620 Riachão das Neves";-;6;72;79;62;40;11;3;-;-;-;-;-;273
"292630 Riachão do Jacuípe";-;4;69;97;99;79;39;8;2;-;-;-;-;397
"292640 Riacho de Santana";-;3;69;107;99;69;33;9;-;-;-;-;-;389
"292650 Ribeira do Amparo";-;1;43;46;35;35;17;9;1;-;-;-;-;187
"292660 Ribeira do Pombal";-;14;159;203;161;111;76;15;3;-;-;-;-;742
"292665 Ribeirão do Largo";-;2;18;20;24;12;7;-;1;-;-;-;-;84
"292670 Rio de Contas";-;-;12;48;45;33;17;5;-;-;-;-;-;160
"292680 Rio do Antônio";-;1;17;26;30;34;18;3;-;-;-;-;-;129
"292690 Rio do Pires";-;2;25;25;21;17;12;5;-;-;-;-;-;107
"292700 Rio Real";-;9;77;112;94;78;42;18;-;-;-;-;-;430
"292710 Rodelas";-;2;48;43;39;27;11;2;-;-;-;-;-;172
"292720 Ruy Barbosa";-;8;89;114;95;55;30;8;1;-;-;-;-;400
"292730 Salinas da Margarida";-;2;14;43;37;36;15;2;-;-;-;-;-;149
"292740 Salvador";-;233;4503;7586;7659;8475;5306;1175;75;5;-;-;-;35017
"292750 Santa Bárbara";-;-;31;39;55;41;20;7;1;-;-;-;-;194
"292760 Santa Brígida";-;4;48;47;45;27;13;14;-;-;-;-;-;198
"292770 Santa Cruz Cabrália";-;3;79;121;72;62;38;5;2;-;-;-;-;382
"292780 Santa Cruz da Vitória";-;2;12;12;12;9;5;-;-;-;-;-;-;52
"292790 Santa Inês";-;5;33;35;33;18;15;1;-;-;-;-;-;140
"292805 Santa Luzia";-;-;64;63;32;19;16;5;-;-;-;-;-;199
"292810 Santa Maria da Vitória";-;4;87;123;95;77;36;9;4;-;-;-;-;435
"292840 Santa Rita de Cássia";-;6;92;118;99;91;45;10;1;-;-;-;-;462
"292850 Santa Teresinha";-;-;18;19;27;27;14;4;2;-;-;-;-;111
"292800 Santaluz";-;4;101;119;116;94;42;17;-;-;-;-;-;493
"292820 Santana";-;1;46;91;69;57;26;8;-;-;-;-;-;298
"292830 Santanópolis";-;1;9;18;13;16;8;2;-;-;-;-;-;67
"292860 Santo Amaro";-;8;114;164;137;108;70;15;1;1;-;-;-;618
"292870 Santo Antônio de Jesus";-;12;229;316;314;328;154;39;5;-;-;-;-;1397
"292880 Santo Estêvão";-;4;131;172;194;152;64;18;2;-;1;-;-;738
"292890 São Desidério";-;13;118;137;106;79;39;8;1;-;-;-;-;501
"292895 São Domingos";-;-;18;27;19;17;11;1;-;-;-;-;-;93
"292910 São Felipe";-;2;34;35;52;49;25;6;1;-;-;-;-;204
"292900 São Félix";-;-;34;41;39;40;20;5;-;-;-;-;-;179
"292905 São Félix do Coribe";-;2;56;54;53;47;16;6;1;-;-;-;-;235
"292920 São Francisco do Conde";-;5;140;177;143;122;59;11;2;-;-;-;-;659
"292925 São Gabriel";-;4;57;72;50;39;29;5;1;-;-;-;-;257
"292930 São Gonçalo dos Campos";-;1;62;89;91;87;31;7;-;-;1;-;-;369
"292935 São José da Vitória";-;6;33;23;15;16;5;-;-;-;-;-;-;98
"292937 São José do Jacuípe";-;2;24;31;28;16;7;3;-;-;-;-;-;111
"292940 São Miguel das Matas";-;-;31;38;23;19;17;2;-;-;-;-;-;130
"292950 São Sebastião do Passé";-;3;91;124;116;112;55;9;-;-;-;-;-;510
